CDF (%),Casecount/Unique Chunk Ratio
0.0,0.0020045101478326235
0.8547008547008547,0.054878048780487805
1.7094017094017093,0.05932762030323006
2.5641025641025643,0.07375925418151906
3.4188034188034186,0.08434922911437791
4.273504273504273,0.08896416473524693
5.128205128205129,0.1047424087342204
5.982905982905983,0.10368711592542444
6.837606837606837,0.11903948460149348
7.6923076923076925,0.1283127416768839
8.547008547008547,0.13639479095270735
9.401709401709402,0.14146689879916075
10.256410256410257,0.1284845565657174
11.11111111111111,0.13861386138613863
11.965811965811966,0.14291079269701873
12.820512820512821,0.15033523157628972
13.675213675213675,0.1584862322605343
14.52991452991453,0.1629681559576132
15.384615384615385,0.1584849452069369
16.23931623931624,0.16219314947894273
17.094017094017094,0.16628203570994776
17.94871794871795,0.16786274509803922
18.803418803418804,0.17144184605854113
19.65811965811966,0.17324641761971804
20.512820512820515,0.1752573374660391
21.367521367521366,0.15912185924008201
22.22222222222222,0.1625429902337798
23.076923076923077,0.16600134495142435
23.931623931623932,0.16787512446881617
24.786324786324787,0.16988227599738392
25.641025641025642,0.17293385635060193
26.495726495726494,0.17610655186331226
27.35042735042735,0.17746989022710102
28.205128205128204,0.18138102036216094
29.05982905982906,0.18498557925096315
29.914529914529915,0.19080766959818515
30.76923076923077,0.19394823935700042
31.623931623931625,0.17779385360921784
32.47863247863248,0.1796941521065359
33.333333333333336,0.18256944674919517
34.18803418803419,0.19289066650923903
35.042735042735046,0.19215635216850388
35.8974358974359,0.194333619156279
36.75213675213675,0.19394171779141103
37.60683760683761,0.19575029511839456
38.46153846153846,0.1947606863688646
39.31623931623932,0.19776574214617543
40.17094017094017,0.20119873276821645
41.02564102564103,0.20501739400967275
41.88034188034188,0.2083605045985024
42.73504273504273,0.21164245810055865
43.58974358974359,0.21382709174439649
44.44444444444444,0.2188740276234323
45.2991452991453,0.22238475177304964
46.15384615384615,0.22310861368698412
47.00854700854701,0.22625878813011738
47.863247863247864,0.22948170102969176
48.717948717948715,0.23305179616899852
49.572649572649574,0.23551907382805087
50.427350427350426,0.23768747754052164
51.282051282051285,0.2401700456684196
52.136752136752136,0.24151349420340396
52.99145299145299,0.2442875790487536
53.84615384615385,0.24736970266934244
54.7008547008547,0.2498705160977729
55.55555555555556,0.2491552491590246
56.41025641025641,0.24922361112657088
57.26495726495727,0.2496566385646031
58.11965811965812,0.2518856984990749
58.97435897435897,0.2544810510906692
59.82905982905983,0.2554745258759241
60.68376068376068,0.25643953519839213
61.53846153846154,0.25716651345941965
62.39316239316239,0.2585322120930711
63.24786324786325,0.2605378313499484
64.1025641025641,0.2571975656820543
64.95726495726495,0.2589378421748159
65.8119658119658,0.2609882553968412
66.66666666666667,0.2632613080640246
67.52136752136752,0.265233016294543
68.37606837606837,0.26694609297013666
69.23076923076923,0.26346900952597085
70.08547008547009,0.2653419273023302
70.94017094017094,0.26746914537087024
71.7948717948718,0.26955645536504763
72.64957264957265,0.2715930444909086
73.5042735042735,0.2669203043652383
74.35897435897436,0.26659656382205266
75.21367521367522,0.2667489400472911
76.06837606837607,0.2688590510744249
76.92307692307692,0.27071722139073007
77.77777777777777,0.26704184807388004
78.63247863247864,0.266709724065265
79.48717948717949,0.2667105266024307
80.34188034188034,0.2685388946584481
81.19658119658119,0.2706150724775172
82.05128205128206,0.26675635684206456
82.90598290598291,0.26756622600415336
83.76068376068376,0.2677602870803789
84.61538461538461,0.26941264410085863
85.47008547008546,0.27107868992764944
86.32478632478633,0.2673376940716514
87.17948717948718,0.26722859508591734
88.03418803418803,0.26705805225513235
88.88888888888889,0.26886128561689526
89.74358974358974,0.27016244620578467
90.5982905982906,0.26515872851593497
91.45299145299145,0.2650918051301357
92.3076923076923,0.26647819352068175
93.16239316239316,0.26817579228247196
94.01709401709402,0.2653970930906188
94.87179487179488,0.2647773472999474
95.72649572649573,0.26538522747147647
96.58119658119658,0.26284542314335063
97.43589743589743,0.2627862005869563
98.2905982905983,0.2633475882177275
99.14529914529915,0.26060346923547706
